code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100028.OF,基金28,主动权益,0.0038016059088164596,337693253.3620727,2023-06-26,1.0,0.12492173906736621,0.8544276971649427,0.522158970254941
100209.OF,基金209,主动权益,0.008916670630897862,793712215.4997479,2022-07-15,1.0,0.13669164428700803,0.8071506634051804,0.5199392255004409
100229.OF,基金229,被动指数,0.005832522475450983,826806228.699637,2018-08-21,1.0,0.08407441633242686,0.9588069041317216,0.51993651081781
100181.OF,基金181,主动权益,0.009682494796098472,1560790217.1041985,2022-04-04,1.0,0.06924326027510641,1.0,0.5188364791233122
100291.OF,基金291,行业ETF,0.008150866124914852,1522501037.6787887,2021-01-19,1.0,0.08099616944357148,0.9589799169109975,0.5185666692991882
100129.OF,基金129,被动指数,0.0022915485978160653,647162507.9217069,2017-03-02,1.0,0.07806229011670575,0.9473581665880062,0.5176961939742492
100249.OF,基金249,主动权益,0.0047919347699732105,2664835899.017596,2023-11-06,1.0,0.05724152648574912,1.0,0.5162140709917301
100169.OF,基金169,主动权益,0.0017113275860093985,561565316.2385105,2023-10-30,1.0,0.10350483702813644,0.8409301448760341,0.5148022000788425
100272.OF,基金272,债券,0.0038145060545660015,1172194669.4370298,2017-09-06,1.0,0.07260693108775883,0.9322280878510789,0.5142419869005224
100036.OF,基金36,行业ETF,0.0051742692317387085,853646567.4780278,2023-12-17,1.0,0.05011126164862427,1.0,0.5139985246482396
100085.OF,基金85,被动指数,0.003037281191543232,1748709010.2902236,2021-06-26,1.0,0.12257883209474167,0.7733251499249699,0.5134987083826108
100218.OF,基金218,债券,0.0048110542523736,456160535.53885037,2022-12-03,1.0,0.1285309414774672,0.7564347868030374,0.5132405502730693
100154.OF,基金154,主动权益,0.0003621558252759494,306311586.5454809,2020-09-15,1.0,0.04215114732746232,1.0,0.5125729130331835
100221.OF,基金221,被动指数,0.00780831242945515,641320554.7874403,2021-04-01,1.0,0.087288141300904,0.86965595276842,0.5115903751812222
100155.OF,基金155,债券,0.006420594135360176,459934528.58178943,2017-10-01,1.0,0.0960752694690968,0.8393042844226134,0.5114688904559184
100296.OF,基金296,主动权益,0.006999553504669826,1105831267.8285177,2022-12-14,1.0,0.09831644617504466,0.8328194984022055,0.5113769729918
100046.OF,基金46,行业ETF,0.00013873980460842205,3318980250.578681,2019-07-15,1.0,0.14448345749358388,0.677896289582872,0.5111069182454406
100069.OF,基金69,主动权益,0.009754529768720387,1376883407.3729234,2023-05-08,1.0,0.0405618109071748,1.0,0.5102176373184084
100067.OF,基金67,债券,0.0059670534090872016,318535589.0467162,2018-02-16,1.0,0.11080812572409414,0.7811709096922573,0.5101661180046365
100243.OF,基金243,主动权益,0.004211947989407944,1254173529.567059,2018-06-12,1.0,0.052683533106869976,0.9470454937989502,0.5096672197140745
100273.OF,基金273,主动权益,0.002133591169644747,406666489.4841084,2023-08-04,1.0,0.04556579877528509,0.9625576092496224,0.5094987823236189
100042.OF,基金42,主动权益,0.0005230865713388383,211028561.2986106,2019-04-05,1.0,0.04390387733788459,0.9638279357720754,0.5094493394643052
100075.OF,基金75,行业ETF,0.004023492376063021,253182200.2558867,2019-12-20,1.0,0.11292739004383524,0.7581917587624143,0.5088926944141794
100128.OF,基金128,被动指数,0.0007085794593087713,7861880424.014259,2018-11-10,1.0,0.13912805623812402,0.6673414790704455,0.5083308488866201
100104.OF,基金104,债券,0.008974997237848094,1832707306.2324705,2018-02-23,1.0,0.1461781848442263,0.661119194176217,0.50817037542332
100293.OF,基金293,主动权益,0.0023323704237277992,2166411067.631641,2023-06-10,1.0,0.07479598277139146,0.8556252150785767,0.5075348422545296
100167.OF,基金167,被动指数,0.004289143609144547,3764543543.316884,2017-04-22,1.0,0.11496321277957135,0.7342634349804205,0.5070574786100845
100289.OF,基金289,被动指数,0.00360071513834284,219543397.86313942,2021-09-25,1.0,0.043666989424447494,0.9401002651305251,0.5063899803127183
100176.OF,基金176,主动权益,0.0037601820572941073,723287691.5046958,2019-08-22,1.0,0.07115123171877734,0.8459354488420646,0.5051868779883809
100235.OF,基金235,债券,0.0012539381022358426,18095682389.483067,2021-09-11,1.0,0.01703196163081719,1.0,0.504858800868798
100201.OF,基金201,行业ETF,0.009409319596786947,817957170.659858,2018-09-09,1.0,0.11955940980211589,0.7033159408949153,0.504317553110769
100043.OF,基金43,主动权益,0.009911553214684031,834136599.7213378,2020-04-25,1.0,0.020501808127121435,1.0,0.5041682317951997
100281.OF,基金281,主动权益,0.0019166670231529103,2449743627.6267514,2017-08-08,1.0,0.027020979146546914,0.9589063545092346,0.503613595790257
100015.OF,基金15,被动指数,0.0034851064821583982,1806966399.3650312,2021-06-26,1.0,0.10572682003195992,0.7220308831320196,0.5032241130263583
100214.OF,基金214,主动权益,0.0017535652639494614,1440042062.7452807,2019-07-19,1.0,0.030610079954444633,0.9437696224428971,0.5032092731778333
100112.OF,基金112,主动权益,0.0013064033268507568,370861988.30358696,2022-03-05,1.0,0.03827211515273868,0.9168606954862347,0.502906423429075
100208.OF,基金208,被动指数,0.002316892421195192,7264013759.569736,2022-12-12,1.0,0.14446154791776605,0.594917480577989,0.5023668339488897
100174.OF,基金174,被动指数,0.009985795163387955,2164913280.543113,2020-08-22,1.0,0.01398889742343827,1.0,0.5021995101943539
100100.OF,基金100,被动指数,0.0015769951549094757,3000678581.0164204,2019-03-12,1.0,0.06546982018797942,0.8287147870330739,0.5021970257287194
100149.OF,基金149,被动指数,0.0068008369658244085,8801030237.397903,2019-11-30,1.0,0.025057624096928785,0.94343505623707,0.5005006254596208
100276.OF,基金276,债券,0.00878572018309521,920471973.29802,2018-03-03,1.0,0.03294718342125054,0.9181296540177071,0.4999399763915269
100248.OF,基金248,被动指数,0.0025660306856883424,506806909.46637464,2023-01-05,1.0,0.12996451378657542,0.6136916166076779,0.4998453096596027
100095.OF,基金95,主动权益,0.005346975250914459,295798072.0546818,2018-03-13,1.0,0.039992020910822906,0.8885758565795482,0.4997857968810188
100072.OF,基金72,债券,0.009019166228856741,1455037703.1018589,2022-05-31,1.0,0.03299313718765047,0.8953897781831985,0.49763308572884374
100288.OF,基金288,行业ETF,0.0044093264221010346,1934115829.000917,2023-10-21,1.0,0.048486867803043635,0.8357445275580662,0.49723864781229954
100134.OF,基金134,主动权益,0.0033951582408070337,943844213.8812723,2021-12-13,1.0,-0.007260394596889833,1.0,0.4971428499727717
100177.OF,基金177,主动权益,0.0004428516427787765,309258437.463159,2023-03-09,1.0,0.018908502526959595,0.9149161661515501,0.4970755970446872
100081.OF,基金81,行业ETF,0.000829728211579594,373414636.4433096,2017-09-19,1.0,0.04784367134490515,0.8257124511916485,0.4967584008803205
100255.OF,基金255,主动权益,0.008283276452887954,4635709908.89419,2017-09-25,1.0,-0.00595208284508688,0.9998414260078362,0.49654186245668
100240.OF,基金240,主动权益,0.0046035908149849,1816480415.0069394,2021-12-05,1.0,-0.0015134973355533238,0.9788176232112196,0.496506994957459
100096.OF,基金96,行业ETF,0.0065164261160825165,1628875866.3723536,2019-01-05,1.0,0.05032906423797959,0.8258239441218104,0.4963778284603585
100198.OF,基金198,主动权益,0.005773221597465391,391304443.08551526,2017-09-30,1.0,0.08016824779236177,0.7310900041956075,0.4960048304377762
100215.OF,基金215,主动权益,0.002430555718284558,1379460100.4534626,2017-11-06,1.0,-0.002438327192067026,0.9617117702792525,0.4949535677266483
100266.OF,基金266,行业ETF,0.007478629048858149,476092564.87078106,2021-06-04,1.0,0.009998864631759474,0.9315896048744883,0.49466289406720504
100106.OF,基金106,行业ETF,0.009627188402207108,971917015.6318176,2021-03-04,1.0,0.10218787579364232,0.6560990075476094,0.49434082581241223
100261.OF,基金261,主动权益,0.00024788568107743104,772175858.4668374,2022-03-05,1.0,0.0022026365609402188,0.935422381899499,0.4941534520220165
100049.OF,基金49,主动权益,0.002842941178084708,499279095.8357598,2021-05-13,1.0,0.13916709478726413,0.5251571517811843,0.49369725537868075
100103.OF,基金103,债券,0.00746936400767604,1723136141.6269958,2020-08-02,1.0,0.14717547965672567,0.5060221712691434,0.49326098822239683
100246.OF,基金246,行业ETF,3.0736762453680845e-05,5154345402.87873,2017-08-27,1.0,0.01042268341627521,0.8962681020565312,0.49274746787804496
100205.OF,基金205,行业ETF,0.003408812075809172,751997021.3205088,2018-07-22,1.0,0.06211114406505369,0.7459513574704887,0.49254671655140314
100142.OF,基金142,被动指数,0.004827902962798862,1652975972.6641736,2021-06-28,1.0,-0.021704414310404575,1.0,0.4925230951143189
100001.OF,基金1,主动权益,0.00030473667196102063,457860000.16999984,2018-01-15,1.0,-0.004339942892210735,0.9388541879071001,0.4925224885886546
100053.OF,基金53,行业ETF,0.0037402091134006083,3776328590.987364,2021-06-11,1.0,0.1305024155562381,0.5335858869870945,0.4917612715429008
100131.OF,基金131,被动指数,0.00945190396007744,2310468631.6517816,2017-01-07,1.0,0.06882051907003506,0.723900840678482,0.49114585899684327
100010.OF,基金10,主动权益,0.002143919792270772,914926464.0853446,2021-03-28,1.0,-0.001142223272901921,0.9168338809373202,0.4909119371534073
100196.OF,基金196,行业ETF,0.007702853142997829,1691167431.3584247,2021-07-14,1.0,-0.023093549024318795,0.9889203604883479,0.4904234007129396
100002.OF,基金2,被动指数,0.00684635198087724,3332501190.7743316,2017-01-03,1.0,-0.02874854418210837,1.0,0.49000616634919203
100057.OF,基金57,主动权益,0.008443003332624129,574952276.6111487,2020-11-04,1.0,0.04992162569060725,0.7603848420246156,0.48932637124311895
100234.OF,基金234,被动指数,0.004167689006162302,3412964537.5996027,2017-05-26,1.0,0.1255697160717501,0.5132870088112473,0.4881660779014173
100136.OF,基金136,行业ETF,0.0035802133045790886,681634962.3023735,2019-11-26,1.0,-0.008588274541641773,0.9108346578285236,0.48779094075944407
100220.OF,基金220,主动权益,0.004960698895581283,612532453.3094543,2023-01-20,1.0,0.004791715723811228,0.870934083754339,0.487538783313461
100237.OF,基金237,主动权益,0.007266709539549991,7457594422.929229,2018-07-08,1.0,-0.009369243235800483,0.9161134410375825,0.4873472292251081
100133.OF,基金133,主动权益,3.502875375740788e-05,1105477535.940463,2023-01-07,1.0,-0.013588824912831178,0.9119104526731062,0.48710739204270986
100109.OF,基金109,主动权益,0.002858657070691525,1279629316.8811386,2022-10-23,1.0,-0.00762175401501286,0.8992459613156856,0.4870663385129264
100102.OF,基金102,被动指数,0.008540092055648136,2766930725.400445,2023-01-16,1.0,0.0801324653017186,0.64466358858412,0.486798080037798
100007.OF,基金7,被动指数,0.00994681399529317,1625623700.8408906,2023-03-19,1.0,-0.0003116636938533604,0.888083753045325,0.4867255133973179
100203.OF,基金203,被动指数,0.0019461590637595378,1634316529.99788,2020-06-11,1.0,0.05930981800776029,0.6900637629710706,0.4864100898866832
