code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100236.OF,基金236,主动权益,0.00984185136172357,1877201825.604989,2021-07-03,1.0,0.040254554550012395,0.8866744519717561,0.49877544128983464
100174.OF,基金174,被动指数,0.0061870568712636565,1031380572.809696,2017-01-14,1.0,0.060469537352340286,0.8169288038600921,0.49859633021745864
100207.OF,基金207,行业ETF,0.002410476521824692,499574060.3546559,2020-02-19,1.0,-0.004748396185025781,1.0,0.4980933858401273
100222.OF,基金222,行业ETF,0.003310082449916198,2067401598.9436238,2017-05-01,1.0,0.04765505168882214,0.8374275916125521,0.4973772581779186
100111.OF,基金111,行业ETF,0.008151451509889348,8134716271.429755,2017-07-16,1.0,0.002805437731724744,0.9813183744553952,0.49734317846307907
100260.OF,基金260,主动权益,0.009230045598274396,992229017.8799825,2018-12-11,1.0,-0.0027756733888973234,1.0,0.497321288863676
100292.OF,基金292,主动权益,0.0001755528869104067,323897423.45718527,2017-01-19,1.0,0.08079096760840203,0.7221536858918075,0.4964175482943193
100022.OF,基金22,主动权益,0.006170863664012414,1252334639.746964,2023-01-01,1.0,0.0077326602395949365,0.9397557164996585,0.4950611969890419
100106.OF,基金106,行业ETF,0.0017243454003484193,751927680.958611,2018-01-08,1.0,0.03862497357027066,0.834454233991455,0.494688046390157
100209.OF,基金209,被动指数,0.007647974593082441,2116290354.696966,2020-06-28,1.0,-0.005153303658594323,0.976181607170779,0.49454257470088314
100056.OF,基金56,主动权益,0.00268543524914857,858560909.0648583,2023-04-29,1.0,-0.016899527138010018,1.0,0.4943930548087674
100029.OF,基金29,被动指数,0.004343995465301637,1608141224.0773275,2023-11-30,1.0,0.04294354174838884,0.8225766730327435,0.49427193073473075
100018.OF,基金18,被动指数,0.001792487383335984,3548678474.081786,2022-05-13,1.0,0.12600805178387992,0.5640702992828686,0.49385094798678364
100045.OF,基金45,主动权益,0.00818652234064673,263154026.75030017,2020-03-16,1.0,0.00828157287915212,0.9289949630949931,0.49374666370511566
100066.OF,基金66,行业ETF,0.0006742020525991593,836301249.3732164,2023-06-27,1.0,0.031960434440450644,0.8425681049736509,0.4937101004189805
100296.OF,基金296,债券,0.003522152900338181,1414654428.1623554,2022-07-11,1.0,0.07393382971264416,0.722056926691562,0.4936814110028819
100016.OF,基金16,主动权益,0.009246246939112595,1298419236.3704476,2021-10-04,1.0,0.040603718858027146,0.8308608999399019,0.4934179562635759
100182.OF,基金182,主动权益,0.005729956373397742,954521730.8391134,2017-04-13,1.0,-0.005942745493011506,0.9618105714391361,0.49325224222133063
100079.OF,基金79,行业ETF,0.00538101855706757,551748107.5045815,2019-01-08,1.0,0.038306643289128806,0.8262442467241967,0.4930402139477448
100188.OF,基金188,债券,0.00880068756409701,5699867499.113158,2023-07-06,1.0,-0.003050812789988269,0.9511188731419208,0.4924365059643762
100227.OF,基金227,被动指数,0.004941076670982228,634247142.3022435,2021-08-03,1.0,0.049567621476248366,0.7834144034839663,0.4922235114570747
100247.OF,基金247,主动权益,0.0005580895712637379,1159027988.0784228,2018-11-04,1.0,0.13287541469345449,0.5237120252338272,0.49212220901716636
100202.OF,基金202,被动指数,0.0051098007121666315,409167869.59013927,2018-05-25,1.0,-9.072153627762841e-05,0.9274583639635404,0.49169665979303745
100115.OF,基金115,行业ETF,0.0021903036438999856,493103116.5848386,2019-04-26,1.0,-0.009607791105075328,0.9480988027809616,0.4914894822177936
100025.OF,基金25,主动权益,0.0024689648912663807,1498755871.4502463,2020-01-14,1.0,0.01971052177722299,0.8560969007371296,0.4910290536286266
100286.OF,基金286,行业ETF,0.00038964311696057963,2356826020.4538007,2021-06-02,1.0,-0.024081993734013964,0.9811059709369278,0.4908080703500965
100252.OF,基金252,主动权益,0.009845621115187001,794016831.096417,2021-04-12,1.0,0.06643762141421548,0.7264159033575335,0.49060375253698063
100130.OF,基金130,主动权益,0.009444004970937128,254393041.6900328,2020-06-22,1.0,0.09671443681934437,0.6335655598767215,0.49048208603928806
100112.OF,基金112,被动指数,0.005533075024773653,554082350.9778422,2021-12-29,1.0,0.011227456572622453,0.8807741832719391,0.4903390402940259
100143.OF,基金143,被动指数,0.0064712755971871,1410858750.6902783,2021-07-15,1.0,0.10702292704092901,0.5928206635678652,0.4900946893496278
100052.OF,基金52,被动指数,0.004050214692851605,982140909.0183948,2023-10-23,1.0,-0.03092029792002471,1.0,0.4899138676854222
100211.OF,基金211,债券,0.0013866966409963916,2181655715.4097476,2018-11-10,1.0,0.008643433020089006,0.8523501784998228,0.48755070842780973
100097.OF,基金97,被动指数,0.00037221102146062945,2988279173.986128,2018-11-08,1.0,0.1312898396450533,0.48220445452655214,0.4875329551418791
100246.OF,基金246,主动权益,0.002910187743177102,2326157465.681817,2021-02-02,1.0,-0.0320309721755699,0.9737055522697489,0.48717922602566854
100032.OF,基金32,被动指数,0.009003116888966187,1866491548.6419244,2020-11-18,1.0,-0.03130646443584291,0.9746455091102514,0.486271988202479
100075.OF,基金75,主动权益,0.008800102692674689,1888796206.948643,2022-04-06,1.0,0.041998405664211466,0.7535415412831626,0.4861936552890448
100231.OF,基金231,主动权益,0.006554617479918026,5443518601.780046,2019-06-30,1.0,-0.030073609687863545,0.9644611661765018,0.4861131102153075
100291.OF,基金291,主动权益,0.0016740709580645363,1219249406.0769897,2019-01-22,1.0,-0.021843698334739026,0.9266836705427933,0.48578044336224474
100171.OF,基金171,行业ETF,0.006508097706371053,982482850.3540828,2018-02-01,1.0,0.059866537100054115,0.6894368865501264,0.4856020302437547
100240.OF,基金240,主动权益,0.005020120204142089,1314464676.985922,2020-03-01,1.0,-0.016480320603873076,0.9099954673735778,0.4850514265153674
100266.OF,基金266,被动指数,0.00038480836698208675,3883313749.32506,2019-06-01,1.0,-0.03658755734134278,0.9509176060805444,0.4840385317322552
100241.OF,基金241,被动指数,3.362693714052511e-05,6133515725.945972,2023-01-15,1.0,0.08183562176091382,0.5939626462035521,0.4839402257612012
100119.OF,基金119,被动指数,3.093502127673953e-05,957598687.624753,2023-01-01,1.0,-0.04811191833419266,0.9785926760522012,0.48341950510070697
100267.OF,基金267,被动指数,0.004043121556975442,2844789612.9105763,2020-01-17,1.0,0.031658941423242756,0.7438313444106534,0.48307219255664313
100229.OF,基金229,主动权益,0.0042806973070317325,4534528323.032087,2023-04-14,1.0,-0.04049769157969614,0.959762847655952,0.48297083783028005
100021.OF,基金21,被动指数,0.009902099413672885,2881635818.957392,2020-03-31,1.0,0.04378160450403544,0.7155828811712637,0.4827123495856025
100059.OF,基金59,主动权益,0.008592397343657094,649498083.3311117,2020-05-29,1.0,0.040109413784455525,0.723414788141356,0.4826558234807409
