code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100030.OF,基金30,行业ETF,0.0007632677340345184,644590840.5415391,2022-10-30,1.0,0.11614373358647566,0.7775981275396624,0.512450279283102
100083.OF,基金83,主动权益,0.011222745138403965,565332310.5863895,2022-08-05,1.0,0.06815599324132929,0.9206910407166616,0.5102713530163842
100174.OF,基金174,行业ETF,0.00109344001625083,1971252835.4912822,2017-06-20,1.0,0.06011006600557685,0.9245093266239368,0.5102652644608165
100272.OF,基金272,被动指数,0.006364214772957294,748046663.3180585,2022-04-21,1.0,0.03983471299857777,0.9952621723156275,0.5102037881765447
100060.OF,基金60,行业ETF,0.0032768035412164926,350313780.08303255,2019-05-05,1.0,0.081732036807961,0.8623412511531748,0.5100983754494626
100162.OF,基金162,被动指数,0.004324551701790084,1672177375.4794693,2023-12-19,1.0,0.06688980499969976,0.904719537868612,0.5096739849464131
100243.OF,基金243,主动权益,0.012257026360006484,2712764605.5926723,2018-04-12,1.0,0.040198963589763756,1.0,0.5096082838049278
100006.OF,基金6,被动指数,0.00373797397880005,839108903.9117434,2018-05-23,1.0,0.05374897170386246,0.940167155465715,0.5093938122619702
100237.OF,基金237,主动权益,0.011386330550229555,640378169.8606776,2023-07-31,1.0,0.06423901169515427,0.9238546042985772,0.5093798978283581
100107.OF,基金107,被动指数,0.00042057005010770146,1708317119.8232005,2021-12-20,1.0,0.031222622125120267,1.0,0.5092826726275146
100103.OF,基金103,主动权益,0.00029106424321287904,1153463494.243106,2023-01-27,1.0,0.14898040165893578,0.6440849384128855,0.5090444014903267
100105.OF,基金105,主动权益,0.005287915962385095,907775195.8822962,2018-01-08,1.0,0.032394191860260005,0.999450820931574,0.5086057564587584
100263.OF,基金263,行业ETF,0.010885691209345114,5105698702.501209,2021-04-18,1.0,0.1470907244818042,0.6653710610400794,0.5084871852066802
100224.OF,基金224,债券,0.0024676330676370955,2138024481.098613,2023-01-11,1.0,0.06931260477777577,0.8766313230969728,0.5079633871295026
100246.OF,基金246,被动指数,0.01308494576590963,5218762615.827529,2022-12-12,1.0,0.03603736360807419,0.9939545796877426,0.5075896778980147
100191.OF,基金191,被动指数,0.006289494270063072,1392779974.0738363,2022-02-24,1.0,0.04701136553348227,0.9473090275911795,0.50757641356515
100045.OF,基金45,主动权益,0.013319848187759784,740725658.4097012,2022-04-06,1.0,0.05169027689296267,0.9467577858178873,0.5075188920121256
100276.OF,基金276,债券,0.00468339523738868,1109862450.4553008,2020-06-03,1.0,0.049400567681942856,0.9353756362382044,0.5074210548809256
100081.OF,基金81,被动指数,0.013720009101492686,924391771.1274511,2018-04-05,1.0,0.10568676694488575,0.783802580025564,0.5073422862657236
100022.OF,基金22,主动权益,0.0002905653957475285,632060344.2344266,2018-08-06,1.0,0.02424921568634794,1.0,0.5072166516267549
100147.OF,基金147,被动指数,0.013246691342906864,640503430.9049969,2022-06-03,1.0,0.088959332419476,0.8310281072273533,0.5071412721799968
100275.OF,基金275,被动指数,0.00030194311781173047,405553754.10720867,2018-10-08,1.0,0.06967610171536569,0.8617924813577227,0.5070216900268196
100146.OF,基金146,主动权益,0.00573666439765515,1455184063.3782923,2022-08-10,1.0,0.0620266616076014,0.8947343007517204,0.5069340956779215
100231.OF,基金231,被动指数,0.004743162162966417,1954811468.3488467,2020-07-05,1.0,0.1267758718455823,0.6946070316880915,0.5065448322898906
100109.OF,基金109,主动权益,0.014383892999534256,954310472.6573976,2021-06-16,1.0,0.0916683970506683,0.8112968071500372,0.5057534212302973
100209.OF,基金209,主动权益,0.014377313719703218,1612282554.1841369,2022-07-07,1.0,0.12801962233632114,0.6901146490031125,0.504541888857267
100019.OF,基金19,主动权益,0.010308191108604535,1446880094.4494948,2017-06-08,1.0,0.1451025673731675,0.6301272008645815,0.5044818520766875
100014.OF,基金14,被动指数,0.01066014532618782,2609857786.937354,2017-05-27,1.0,0.13603055082959015,0.6494103758665909,0.5036181737702986
100120.OF,基金120,被动指数,0.012281314699144098,1047962719.0218152,2018-11-07,1.0,0.019348051202304428,1.0,0.5033481524208625
100048.OF,基金48,主动权益,0.005585575345034608,307503877.9142571,2022-07-29,1.0,0.03668030381853914,0.9325778256095741,0.5031447586375123
100115.OF,基金115,被动指数,0.004220070835246786,991019114.1447791,2021-02-03,1.0,0.04174769147545006,0.9086232394803124,0.5025426172236169
100102.OF,基金102,债券,0.012442938397877636,1736202182.9368355,2020-11-07,1.0,0.05910774843585968,0.8654297811197149,0.5017867149631539
100136.OF,基金136,行业ETF,0.008380541481783977,1952470653.7027092,2018-01-18,1.0,0.02250118177930578,0.9655204466656556,0.5016262909040006
100026.OF,基金26,主动权益,0.005838388632625346,1853251597.5808053,2019-07-16,1.0,0.059255612993166604,0.8485856401894468,0.5014675701903696
100016.OF,基金16,行业ETF,0.0069815400636089675,1134968734.3359354,2018-05-03,1.0,0.09086645159616606,0.7535207828450146,0.5012157057506295
100299.OF,基金299,主动权益,0.00970681168223015,1923692687.1050532,2020-05-09,1.0,0.010379768692443392,0.9989081639998694,0.501063384671274
100241.OF,基金241,主动权益,0.003620485347345558,301320440.73347217,2018-01-15,1.0,0.1484967706272597,0.5707797306490117,0.50090290718361
100106.OF,基金106,主动权益,0.008010423383076844,1356821424.232393,2021-05-08,1.0,0.07532883257949104,0.7943814107902908,0.5004347061762611
100160.OF,基金160,债券,0.007046828650373442,757391266.011203,2020-06-08,1.0,0.005680444525252869,0.9985800005466183,0.5001527676821631
100029.OF,基金29,被动指数,0.00013575816665864938,4000564198.116319,2023-01-26,1.0,0.11389533731998773,0.6583115308017486,0.4999726026428395
100189.OF,基金189,主动权益,0.0034087608787618457,2382283568.2830553,2021-12-01,1.0,0.01097189505290097,0.9735357075678857,0.4999633870969065
100262.OF,基金262,主动权益,0.0017943589047785475,2380644389.851931,2017-01-21,1.0,0.08060121883068529,0.753940170735969,0.49921551094184674
100196.OF,基金196,行业ETF,0.005477287098082713,1451863629.8847494,2023-08-07,1.0,0.14028562640703152,0.5821777609457888,0.4992080065970718
100059.OF,基金59,被动指数,0.012554152220119914,682502419.3636028,2022-05-18,1.0,0.026860015440265242,0.9339259960648476,0.49893977379454035
100158.OF,基金158,主动权益,0.01244846863273111,1276598461.775919,2019-04-22,1.0,0.0037502689283015894,1.0,0.4986353869519443
100066.OF,基金66,被动指数,0.014275354420274581,1368142004.125457,2020-03-26,1.0,0.012179237108669083,0.9744484375316024,0.4982435440017061
100067.OF,基金67,被动指数,0.011643899143004637,1034157013.6033715,2023-10-07,1.0,0.1470503770347829,0.5607386053775674,0.49786019381959074
100058.OF,基金58,主动权益,0.005347430357224141,1530701131.5205054,2021-06-21,1.0,-0.006983768836601012,1.0,0.4968353832775749
100195.OF,基金195,主动权益,0.004915758253276472,693744177.033338,2019-10-23,1.0,-0.007709183544769058,0.997933059221974,0.4964973992081114
100219.OF,基金219,主动权益,0.01377541829175994,677179147.8179688,2019-10-07,1.0,0.023775275893499773,0.9105803121839451,0.4954355303280925
100292.OF,基金292,主动权益,0.008348039332366892,971164571.8390715,2017-12-15,1.0,0.01668337477128104,0.9194554595978522,0.4952809505246962
100183.OF,基金183,行业ETF,0.008123787664595022,2844617479.051555,2018-06-02,1.0,0.1055118505710101,0.652106810396984,0.49523947867808243
100090.OF,基金90,主动权益,0.001743749381205762,932271146.6540121,2023-10-18,1.0,0.09868054832657476,0.6591156522556684,0.4951669798472981
