code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100242.OF,基金242,行业ETF,0.003228485171237806,949744097.6776382,2022-07-31,1.0,0.08164125336757545,0.9721242058480648,0.5210590995608316
100206.OF,基金206,行业ETF,0.0062890412111050245,1106630133.6896951,2019-01-02,1.0,0.1415956334592603,0.7963401358836454,0.5208548953839217
100140.OF,基金140,主动权益,0.009503677102150963,1215908802.062566,2017-12-24,1.0,0.10636699161349038,0.9033316715284194,0.520342529216459
100123.OF,基金123,行业ETF,0.011228505052588251,1492964101.3886416,2017-01-01,1.0,0.07674006200162169,0.9954605020435897,0.5203223677943278
100041.OF,基金41,主动权益,0.008776970029183788,742242384.5189049,2022-04-20,1.0,0.09665728284535903,0.9248402456683792,0.5197258154146089
100297.OF,基金297,主动权益,0.00983848655189787,1034433813.6364939,2023-02-26,1.0,0.08637944397667054,0.9534965867330599,0.5192957945559276
100017.OF,基金17,行业ETF,0.0032287756415394593,586081684.5608957,2021-10-11,1.0,0.12952853634176348,0.8105998126227433,0.5192727870364955
100246.OF,基金246,被动指数,0.011320898464474332,395212184.54022366,2017-04-09,1.0,0.1293971744176582,0.8260125987139062,0.5191562325037933
100127.OF,基金127,主动权益,0.006139594222043091,768050863.3068892,2021-12-02,1.0,0.08315851828747518,0.9494633284951107,0.518665969491345
100231.OF,基金231,被动指数,0.011596849537133263,623653151.3095695,2021-02-21,1.0,0.10482559497326706,0.879758315441872,0.5171041401287406
100131.OF,基金131,债券,0.007948306616900068,818975799.1745781,2018-08-14,1.0,0.06975349747573259,0.9756264369612836,0.5168990316154681
100298.OF,基金298,被动指数,0.0010770897371873821,3041855074.2861166,2019-08-20,1.0,0.05545402169859562,1.0,0.5164207885621412
100064.OF,基金64,被动指数,0.00780772083080175,2882451341.948958,2020-03-15,1.0,0.08261449076668527,0.9268199784321649,0.5159048009070617
100005.OF,基金5,行业ETF,0.008815880688412422,571013173.6931425,2019-11-27,1.0,0.1015317174522369,0.871637002411201,0.5158600393391087
100110.OF,基金110,行业ETF,0.003940248558326583,777866670.4840323,2020-05-25,1.0,0.13642949648435565,0.7444312197164574,0.5145839212052872
100052.OF,基金52,主动权益,0.006867764647842372,1363115890.6767368,2017-05-29,1.0,0.05183561940563819,1.0,0.514177132892123
100054.OF,基金54,主动权益,0.008747428535866276,2052694423.6456523,2018-12-21,1.0,0.14185627678878304,0.7297554298060839,0.5137829403100701
100013.OF,基金13,债券,0.012110230652018971,5078210144.75059,2017-08-10,1.0,0.0839585833892718,0.909121245498186,0.5136776534361963
100065.OF,基金65,被动指数,0.00162675839364656,327912907.8192871,2019-10-30,1.0,0.0506461454607231,0.9859077859407193,0.5134592705535596
100117.OF,基金117,行业ETF,0.00304960976222063,1484047573.45872,2020-12-22,1.0,0.04566504674108572,1.0,0.5130895920698816
100101.OF,基金101,被动指数,0.01129081353331745,1647248086.806456,2021-04-26,1.0,0.11562226961000037,0.8000093045831411,0.5124294486346507
100248.OF,基金248,主动权益,0.009048550867371665,450189803.25300825,2023-01-15,1.0,0.09049347659064712,0.8671840766989373,0.5120567404736136
100260.OF,基金260,主动权益,0.010402765841631696,3878346829.908651,2023-03-07,1.0,0.06150750624783512,0.9550644836775485,0.511878147073779
100094.OF,基金94,行业ETF,0.012833281510816412,487385302.76767904,2019-05-07,1.0,0.09452464389368599,0.8583756580383354,0.5116283026697761
100063.OF,基金63,被动指数,0.01092269768650071,842526648.4369537,2021-01-20,1.0,0.1393087516978393,0.7084635006649901,0.5104544360385507
100100.OF,基金100,主动权益,0.0032104516194956982,592432318.5793443,2021-10-25,1.0,0.1084810382031793,0.7803867344571449,0.5099408945827691
100121.OF,基金121,债券,0.0026159995669237366,4974286564.693443,2023-12-25,1.0,0.10796474827183532,0.7713154293893858,0.5089977675071045
100009.OF,基金9,被动指数,0.009597951691923899,4009705470.145264,2017-09-22,1.0,0.0730711412271784,0.8858076801619713,0.5085825200459659
100282.OF,基金282,债券,0.014856236240072858,12223101170.966427,2021-10-11,1.0,0.042265750480598954,0.9878695452321253,0.5084954324193777
100236.OF,基金236,主动权益,0.011757566093966675,2190019324.3566723,2022-02-27,1.0,0.03454136532867906,0.9927790855606499,0.5072888049358755
100039.OF,基金39,债券,0.004420585603405547,5603512594.812274,2023-03-03,1.0,0.029618071052045766,0.9859343648959908,0.5065947406845317
100032.OF,基金32,行业ETF,0.011575871664124231,1931587009.5240183,2021-12-10,1.0,0.030277025462976878,0.9980147851517619,0.5065694118212445
100278.OF,基金278,债券,0.006938657383489026,3405148385.9317827,2018-02-21,1.0,0.13265581556559014,0.6782180320466588,0.5062308163976451
100059.OF,基金59,主动权益,0.00934394013736566,1346189232.4944372,2020-08-15,1.0,0.07102833225657688,0.8637698483939718,0.5058166964888972
100149.OF,基金149,被动指数,0.011967987013476688,3333711792.767592,2022-01-21,1.0,0.062239275417353745,0.894687900488831,0.5057469752713939
100274.OF,基金274,被动指数,0.005985202930359986,1651283034.2401607,2022-06-13,1.0,0.023043283307541934,1.0,0.5057159444061906
100098.OF,基金98,债券,0.001086866171440013,2520963366.887823,2017-06-14,1.0,0.043292635313954886,0.9259556725002251,0.505365984609921
100219.OF,基金219,被动指数,0.006004518939069578,1478714792.67439,2023-07-22,1.0,0.0941997074322631,0.7796647650370261,0.5050254849455676
100291.OF,基金291,主动权益,0.006937434223462365,1916795502.266172,2022-04-30,1.0,0.10899698643632609,0.735137131616069,0.5048253222478123
100105.OF,基金105,被动指数,0.01147000647331339,3586988384.1390305,2023-03-14,1.0,0.0821028348049085,0.8237735420153272,0.5047142033483426
100102.OF,基金102,主动权益,0.009860907234089018,471026448.87569964,2023-01-09,1.0,0.1333943351330083,0.6636565368399706,0.5044117727770818
100056.OF,基金56,被动指数,0.011351963308376354,589906466.7543987,2017-11-12,1.0,0.02121419583129236,1.0,0.5040938660877124
100184.OF,基金184,主动权益,0.0037339118666625004,231803005.30755815,2023-08-10,1.0,0.09972538277542158,0.7440599490058618,0.5035768273598802
100020.OF,基金20,被动指数,0.005433777959946171,1913491279.8676317,2019-12-18,1.0,0.11723111837667426,0.6934104910209475,0.5034236290231078
100015.OF,基金15,行业ETF,0.0015867422370045552,1652433576.4375858,2019-07-29,1.0,0.09538646110988107,0.7478788985817619,0.5030864797437397
100165.OF,基金165,被动指数,0.014105661065298435,984553914.3069757,2020-02-20,1.0,0.0822059271525477,0.8071247276977057,0.5025531187024752
100069.OF,基金69,被动指数,0.008654707435042592,2165457169.1261554,2021-02-03,1.0,0.06070021125606716,0.8600761360888194,0.5024867354986936
100281.OF,基金281,被动指数,0.005753962262491308,638185457.2815764,2018-06-28,1.0,0.07166398208928071,0.8203932316080399,0.50238772533509
100141.OF,基金141,被动指数,0.005073927137992257,2893704460.3259625,2019-04-13,1.0,0.0603554430992016,0.8499572837512985,0.5020875758772919
100210.OF,基金210,主动权益,0.006629691298972629,598383891.436965,2018-01-03,1.0,0.01095090403116776,1.0,0.5019593329495559
100132.OF,基金132,被动指数,0.013893220238628632,2354242249.0596156,2020-10-10,1.0,0.015362768046064595,1.0,0.5018301863660937
100135.OF,基金135,主动权益,0.005941411025290126,340485924.1168622,2022-05-14,1.0,0.03353090839422401,0.9292417547969549,0.5017951657929047
100209.OF,基金209,主动权益,0.0021640537710789294,2039079401.543371,2023-09-02,1.0,0.04200360968776028,0.894383892205012,0.5016066613726136
100081.OF,基金81,行业ETF,0.004107759685371434,4357108654.396132,2022-05-02,1.0,0.05117684113900388,0.8694886445066905,0.5014803648552959
100148.OF,基金148,被动指数,0.010258979336366878,4350351053.345862,2019-02-13,1.0,0.027895466350314438,0.9367586745067028,0.4999927114884913
100139.OF,基金139,行业ETF,0.001992725907091414,4813695442.744509,2019-06-04,1.0,0.019025224289874368,0.9448901529624842,0.49979803740179246
100161.OF,基金161,主动权益,0.008365263801546934,9330279962.586937,2020-07-26,1.0,0.004619721817867316,1.0,0.49971286378505086
100096.OF,基金96,被动指数,0.004952754836418603,1304319013.9313104,2021-07-20,1.0,0.13999572111303,0.5864068660488022,0.49964885197150555
100235.OF,基金235,主动权益,0.008927493224143834,1323734393.318107,2023-03-10,1.0,0.042052412525447336,0.8858728049288566,0.49941750560569115
100097.OF,基金97,债券,0.005112864280308657,1097975342.0975747,2020-11-14,1.0,0.022687285843879468,0.9350997538311124,0.49929358828021336
100045.OF,基金45,被动指数,0.005746356103630552,1542609063.9010198,2020-11-23,1.0,0.033030970930955014,0.9036366312609817,0.4991236831846586
100252.OF,基金252,被动指数,0.004532725362604,636108026.378017,2020-04-22,1.0,-0.0014290256677966379,1.0,0.49866474722714027
100112.OF,基金112,行业ETF,0.006191106483642401,710196566.2639139,2022-10-17,1.0,0.0433497624105698,0.8665023313749175,0.49841694056393426
100066.OF,基金66,主动权益,0.008837610913612301,2374796281.4928775,2018-12-09,1.0,0.023375086328000977,0.9265454976249974,0.4978995534781776
100240.OF,基金240,债券,0.007254171572616244,1552915439.0967188,2019-05-13,1.0,0.10684081049520881,0.6659269357671654,0.49719410241075596
100119.OF,基金119,主动权益,0.009864894133339096,471955048.0147873,2020-10-30,1.0,-0.0039004433919657827,1.0,0.49685688815574247
100104.OF,基金104,主动权益,0.009022261675334558,1274698804.1644063,2021-11-01,1.0,0.10418968350559889,0.6731262202267583,0.4967650747392886
100261.OF,基金261,被动指数,0.010773224448819023,2793133817.147026,2018-04-14,1.0,0.0017678979589189417,0.9831672716300024,0.49669245166091214
100239.OF,基金239,主动权益,0.0031065493732204447,1816888594.4950943,2019-08-30,1.0,0.052814784198497305,0.8134782560696108,0.4965709509918662
100176.OF,基金176,债券,0.01357667481834779,818742203.9485373,2022-12-11,1.0,0.002723085889721477,0.9830975375460892,0.49641134455785585
100091.OF,基金91,债券,0.006134607519772062,756765505.6255215,2023-11-20,1.0,0.051403575573840926,0.8171019516107909,0.49590434632927693
100186.OF,基金186,行业ETF,0.0032891503792604215,1484775252.4575353,2022-07-24,1.0,0.006843570530557973,0.9442941662720428,0.49582465771051965
100126.OF,基金126,被动指数,0.008501860921962512,959894348.3766412,2022-08-01,1.0,0.0025149536783537485,0.9652774563560915,0.49558185955472284
