code,name,cat,fee,aum,launch_date,cover,sgrowth,repair,score
100114.OF,基金114,主动权益,0.005886676611339531,415552839.53001857,2020-06-28,1.0,0.04563707749399995,0.8630583330549346,0.4988196212314256
100126.OF,基金126,主动权益,0.013597081664468205,496206697.4950493,2019-12-19,1.0,0.003678131808245902,1.0,0.4983840232095802
100154.OF,基金154,主动权益,0.0034387709284896223,1057446590.2728751,2017-05-09,1.0,0.001055562926736274,0.9829195590366848,0.49792087059599144
100072.OF,基金72,主动权益,0.001722552371088053,1151749784.6286988,2018-05-19,1.0,0.05987030013479609,0.8012991669023343,0.4977464962564547
100197.OF,基金197,主动权益,0.0050279586246885135,4303280035.271871,2020-09-29,1.0,0.10719744026351798,0.6586970427587925,0.497023344629997
100173.OF,基金173,主动权益,0.013081858634162273,2957598943.640098,2022-06-11,1.0,0.12614036688298835,0.604365041338913,0.4956622424719554
100132.OF,基金132,主动权益,0.002089081089950809,731412940.6808822,2017-10-03,1.0,-0.0025133645703790744,0.9644005723534822,0.4952682316462444
100276.OF,基金276,主动权益,0.00019502885266104052,999673054.4478261,2022-01-20,1.0,-0.015380827802622753,0.992217871409732,0.4945685330296542
100082.OF,基金82,主动权益,0.0009506245570915162,1246163470.4035513,2022-08-09,1.0,0.0033655924340596083,0.9343567034087806,0.4942552231596777
100298.OF,基金298,主动权益,0.013027019638468694,4885081404.530311,2017-02-19,1.0,0.08281199305022822,0.7062129986684966,0.4928594938542244
100108.OF,基金108,主动权益,0.002463986968964894,853007354.065254,2022-01-22,1.0,0.13852912936969208,0.5146523960047744,0.4925311810175921
100282.OF,基金282,主动权益,0.00632136825888747,771415388.3397781,2022-12-29,1.0,-0.024478039172964518,1.0,0.49139231459633315
100291.OF,基金291,主动权益,0.006141174782868606,2024964862.0857418,2021-07-19,1.0,0.032841916477777885,0.8236288209504168,0.49098722208180134
100281.OF,基金281,主动权益,0.008745623414545383,2034172690.6622326,2020-10-17,1.0,0.031522612874288106,0.8225130050772606,0.48995895968710346
100265.OF,基金265,主动权益,0.003572741715700898,1712203190.0159378,2020-07-10,1.0,0.0007126658665817659,0.9024681989413423,0.48974607131096864
100199.OF,基金199,主动权益,6.948034506904288e-05,1522923933.6987438,2018-03-31,1.0,0.11754414383020921,0.5375665933296202,0.489006006413011
100057.OF,基金57,主动权益,0.012982606888409704,2652382961.553714,2018-04-23,1.0,0.00184718320094919,0.9047367828701627,0.4884313118696191
100026.OF,基金26,主动权益,0.011837568579110074,739012860.8427006,2019-06-22,1.0,-0.019520455815676897,0.9501787155582606,0.486794221095301
100055.OF,基金55,主动权益,0.005967833985686124,776810757.4304786,2019-03-05,1.0,0.09817101873602953,0.5791065357875478,0.48616839240242643
100263.OF,基金263,主动权益,0.0026781699308150043,2238367111.4132094,2022-11-08,1.0,-0.03825101222234209,0.9777940921315782,0.4857684715602922
100175.OF,基金175,主动权益,0.008476997753838134,1828021312.5200162,2022-06-23,1.0,-0.002478925601936764,0.8746604917009946,0.48502697193875083
100277.OF,基金277,主动权益,0.0012826279628170211,705977090.7399106,2020-11-09,1.0,-0.004212931926570393,0.8580735445715301,0.48428694928661853
100180.OF,基金180,主动权益,0.008644325402502198,1065794406.5597764,2019-10-07,1.0,0.08964153792836836,0.570747393713296,0.4822383356693397
100043.OF,基金43,主动权益,0.0022928870877649806,2133284499.4082806,2023-07-11,1.0,-0.02935950564173937,0.9040023930876098,0.4811338101986862
100279.OF,基金279,主动权益,0.00039798305810729575,972908415.327526,2020-10-31,1.0,0.09204884615389093,0.5315186988392181,0.4806869271184677
100165.OF,基金165,主动权益,0.0060127712514545986,796697587.0108896,2022-06-17,1.0,-0.03493733492155811,0.920686945588867,0.4803849398321284
100171.OF,基金171,主动权益,0.009171813531519716,913914034.9434426,2017-12-11,1.0,-0.028781390619698824,0.9065732941785221,0.48018854952563866
100020.OF,基金20,主动权益,0.0031717201049481698,1495168178.4423542,2017-02-04,1.0,-0.03013915119297086,0.8972431006875532,0.48004822068987446
100100.OF,基金100,主动权益,0.0009974440105016624,1508408497.2925923,2022-06-27,1.0,-0.029093287482412623,0.8857590068947274,0.47964842564264865
100010.OF,基金10,主动权益,0.007675161631734992,1236348223.3505287,2018-11-26,1.0,0.004516904987091119,0.7977263475253148,0.47959267392231186
100095.OF,基金95,主动权益,0.014475403659997688,856954940.7853225,2022-12-21,1.0,0.029901419285135483,0.7100426697556547,0.47707961202910665
100267.OF,基金267,主动权益,0.003647582864991811,1172626168.6719508,2023-01-16,1.0,-0.04684991046234386,0.9137227638462272,0.47658778667292123
100117.OF,基金117,主动权益,0.005654166441373613,659137481.344868,2023-07-10,1.0,0.010501717666382082,0.7331495831012231,0.4753346403217622
100118.OF,基金118,主动权益,0.0069401967850440975,1184910207.0758646,2019-08-27,1.0,-0.021410003068480246,0.8266712408172016,0.4748560838041673
100134.OF,基金134,主动权益,0.009301091338927703,740005608.2222991,2020-05-24,1.0,-0.019207260969661345,0.8173715689440038,0.4741147603357164
100049.OF,基金49,主动权益,0.01345148136939638,694109025.8170772,2017-07-05,1.0,0.13868462008212562,0.34165414861994137,0.4730805046127526
100008.OF,基金8,主动权益,0.010700243788268287,1396692941.3456535,2022-04-12,1.0,-0.03903641200485537,0.8632583332871996,0.4724748609696097
100241.OF,基金241,主动权益,0.006611441204073423,1755611944.2600338,2022-01-02,1.0,0.06276508841836277,0.5348715795200866,0.4709943962367028
100270.OF,基金270,主动权益,0.012453297968504872,4055741568.555934,2023-06-04,1.0,0.07951662241881134,0.4882622308365756,0.4701905502156
100148.OF,基金148,主动权益,0.0016594760543281084,746159387.5386734,2020-09-21,1.0,0.03869918279959102,0.5856736713003875,0.46984522675905044
100038.OF,基金38,主动权益,0.005341450888467694,570008387.0952506,2021-09-09,1.0,0.02984000517797923,0.609558226822042,0.46883953405790446
100034.OF,基金34,主动权益,0.004256638586980867,582065852.0013578,2018-05-31,1.0,-0.03577579366570874,0.7938249267033531,0.46779842685322653
100025.OF,基金25,主动权益,0.010186534787167342,437689000.0380771,2017-12-19,1.0,-0.04955045592550156,0.8445972292691852,0.46755727919183465
100053.OF,基金53,主动权益,0.014735679253629095,5193322955.137003,2018-06-14,1.0,-0.0036666191652691554,0.6998866280044255,0.465941541200136
100084.OF,基金84,主动权益,0.004835307674620845,2580651668.648249,2020-12-18,1.0,0.061384150724852024,0.47981758394356916,0.4654299420768884
100193.OF,基金193,主动权益,0.007782570856891082,6875873469.90415,2019-09-28,1.0,0.071890695720536,0.4489974621170847,0.46491044075649113
100194.OF,基金194,主动权益,0.00886913153617394,952364269.8727655,2019-05-01,1.0,0.004473188429123608,0.6445907759465697,0.4640272078161593
100217.OF,基金217,主动权益,0.009483964318792955,209793858.13822088,2023-11-07,1.0,0.13726858952743115,0.22711829283746807,0.4619956132782176
100031.OF,基金31,主动权益,0.011181592112764949,665716457.3051586,2019-08-15,1.0,-0.03743892802161282,0.7484845787380844,0.4613804610447716
100244.OF,基金244,主动权益,0.0023286036889606874,2037234222.9488328,2017-11-20,1.0,-0.04733169824947195,0.7583219027320964,0.4611669600605759
100107.OF,基金107,主动权益,0.0024548391429855677,911324775.0609398,2021-04-29,1.0,0.011293021254622594,0.582444673676941,0.4611414059154838
100112.OF,基金112,主动权益,0.005382457261852538,870459064.048855,2022-04-10,1.0,-0.009596950199822318,0.6457328018706348,0.4606177036747463
100275.OF,基金275,主动权益,0.013445037277816796,237883793.36231923,2021-12-04,1.0,0.042946942313469336,0.49859221291655925,0.46005429653013336
100150.OF,基金150,主动权益,0.0019123299349797362,1531284950.0699143,2019-06-11,1.0,0.06404303482833187,0.40536033802492566,0.45936647826399624
100254.OF,基金254,主动权益,0.010739583432710961,1349721721.4387715,2023-12-17,1.0,0.06648314064499974,0.33305972415362417,0.45110299792232017
100058.OF,基金58,主动权益,0.0122560810642392,2003434337.7372217,2021-06-11,1.0,0.026931615119847804,0.43828995138122817,0.4494572634612294
100183.OF,基金183,主动权益,0.011046663534370843,633729146.3512354,2021-05-28,1.0,0.061947496906426855,0.3151907104669051,0.4478939874117444
100234.OF,基金234,主动权益,0.0005482450177214232,1004435870.1947455,2017-01-21,1.0,-0.026423628043277716,0.5171163928934278,0.4436749018728152
100239.OF,基金239,主动权益,0.006799332521220414,2977998922.007792,2020-02-22,1.0,0.05279743708665119,0.27811848379191934,0.4422912130009432
100017.OF,基金17,主动权益,0.00565926244656934,312031237.3775966,2019-12-19,1.0,-0.032111555794012064,0.5014411604391915,0.4393787968164017
100046.OF,基金46,主动权益,0.0027985053607695863,9444972011.366175,2017-10-22,1.0,0.07554593534120708,0.16876115292031693,0.43898019482223993
